set_num,title,price,condition,classification,item_id,review_status
76896-1,LEGO SPEED CHAMPIONS 76896 NISSAN GT-R NISMO NEW SEALED,89.99,NEW,FULL_SET,v1|117292878344|0,PENDING
76896-1,LEGO SPEED CHAMPIONS: Nissan GT-R NISMO (76896),57.13,NEW,FULL_SET,v1|126482319845|0,PENDING
76896-1,"LEGO 76896 - Speed Champions - Nissan GT-R NISMO - Nuovo, sigillato",69.99,NEW,FULL_SET,v1|126694887368|0,PENDING
42093-1,Retirado Sellado Nuevo en Caja LEGO TECHNIC Chevrolet Corvette ZR1 42093,77.56,NEW,FULL_SET,v1|115939102846|0,PENDING
42093-1,LEGO TECHNIC: Chevrolet Corvette ZR1 (42093),20.86,NEW,FULL_SET,v1|117270661598|0,PENDING
42093-1,LEGO TECHNIC: Chevrolet Corvette ZR1 (42093),62.59,NEW,FULL_SET,v1|117390525986|0,PENDING
42093-1,LEGO TECHNIC: Chevrolet Corvette ZR1 (42093) Caja abollada,46.94,NEW,FULL_SET,v1|117399301639|0,PENDING
42093-1,LEGO 42093 - Técnica: Chevrolet Corvette ZR1 Modelo de Coche *Juego Retirado* ¡NUEVO!!,62.58,NEW,FULL_SET,v1|125614676624|0,PENDING
71006-1,"Lego 71006 Casa Simpson, completo con Istruzioni",319.90,USED,FULL_SET,v1|117149300045|0,PENDING
71006-1,LEGO 71006 Casa de Los Simpson NUEVO PRECINTADO 2523 piezas retirado,603.49,NEW,FULL_SET,v1|127783691245|0,PENDING
71006-1,Lego Los Simpson 71006 Casa de Los Simpson NUEVO/EMBALAJE ORIGINAL,490.00,NEW,FULL_SET,v1|128057611704|0,PENDING
71006-1,NUEVO LEGO - Figura - Los Simpson - Ned Flanders con Delantal - Set 71006 Casa Simpson,52.11,NEW,FULL_SET,v1|143088113870|0,PENDING
71006-1,LEGO 71006 SIMPSONS  THE HOUSE SIMPSONS NEW MISB,1000.00,NEW,FULL_SET,v1|146336641976|0,PENDING
75932-1,LEGO Jurassic World: Jurassic Park Velociraptor Chase (75932),83.45,NEW,FULL_SET,v1|116629433146|0,PENDING
75932-1,Lego Jurassic World 75932 VELOCIRAPTOR CHASE Park Alan Ellie Lex Dinosaur NEW,185.42,NEW,FULL_SET,v1|117389158025|0,PENDING
75932-1,Lego Jurassic World 75932 VELOCIRAPTOR CHASE Park Alan Ellie Lex Dinosaur NEW,120.77,NEW,FULL_SET,v1|125315615836|0,PENDING
75932-1,LEGO Jurassic World Set 75932 - Jurassic Park Velociraptor Chase - Nuevo,78.24,NEW,FULL_SET,v1|127750040418|0,PENDING
75932-1,Lego 75932 Parque Jurásico Velociraptor Chase NUEVO Alan Ellie Lex Tim,104.31,NEW,FULL_SET,v1|134344325189|0,PENDING
75936-1,LEGO Jurassic World Jurassic Park T. rex Rampage 75936 3120 piezas retirado 16+,267.26,USED,FULL_SET,v1|117389149569|0,PENDING
75936-1,Lego Jurassic World Park 75936 T. Rex Rampage 3120 Piezas Nuevo SELLADO,412.97,NEW,FULL_SET,v1|125621224090|0,PENDING
75936-1,LEGO 75936 Jurassic World Park: T. Rex Rampage - Nuevo Precintado,314.81,NEW,FULL_SET,v1|126824131285|0,PENDING
75936-1,🔥LEGO JURASSIC PARK 75936🔥LA FURIA DEL T-REX🔥NUOVO SIGILLATO!! 🔥,359.99,NEW,FULL_SET,v1|126898410924|0,PENDING
75936-1,"LEGO Jurassic Park: T. Rex' devastación - 75936 Jurassic World, NUEVO & EMBALAJE ORIGINAL, NEW",349.99,NEW,FULL_SET,v1|127899879367|0,PENDING
21280-1,LEGO 21280 Advent Calendar Lego Minecraft 2025 SINGLE MODELS WINTER VILLAGE,4.99,USED,FULL_SET,v1|137691553337|435719240305,PENDING
21280-1,LEGO 21280 Advent Calendar Lego Minecraft 2025 SINGLE MODELS WINTER VILLAGE,4.99,USED,FULL_SET,v1|137691553337|435719240312,PENDING
21280-1,LEGO 21280 Calendario De Adviento Minecraft 2025 Modelos Individuales,2.74,USED,FULL_SET,v1|137692582722|435718742944,PENDING
21280-1,LEGO Minecraft Calendario de Adviento 2025 21280 Nuevo,57.32,NEW,FULL_SET,v1|157694154706|0,PENDING
21280-1,LEGO Minecraft Navidad Vacaciones Adviento Calendario 2025 21280 NUEVO EN Caja,83.45,NEW,FULL_SET,v1|168106333138|0,PENDING
72038-1,Gadget - Lego: 72038 - Super Mario - Mario Kart - Wario E Re Boo - Lego,58.31,NEW,FULL_SET,v1|116791596262|0,PENDING
72038-1,Lego Super Mario: Mario Kart Wario & King Boo 72038,36.51,NEW,FULL_SET,v1|116890666816|0,PENDING
72038-1,LEGO Super Mario Mario Kart – Wario & King Boo 72038 Nuevo Sin Abrir ,41.69,NEW,FULL_SET,v1|117374432824|0,PENDING
72038-1,LEGO Super Mario 72038 Mario Kart Wario & King Boo Sellado Nuevo NISB,33.38,NEW,FULL_SET,v1|117406298952|0,PENDING
72038-1,72038 LEGO® Super Mario: Mario Kart - Juguete de construcción Wario & King Boo para niños,62.58,NEW,FULL_SET,v1|127659242206|0,PENDING
3181-2,2 LEGO Yellow Windscreen 4 x 4 x 1 Passenger Plane (3181 6238) 2 Pieces,5.61,USED,FULL_SET,v1|116538308460|0,PENDING
3181-2,LEGO Blue 2x12x5 Passenger Airliner Large Tail Passenger Plane (87614 3181) x1,5.95,USED,FULL_SET,v1|117351294576|0,PENDING
3181-2,NUEVO Lego City 3181 avión de pasajeros nuevo/sin abrir sin abrir sellado,155.00,NEW,FULL_SET,v1|126649342371|0,PENDING
3181-2,"NUEVO LEGO City Passenger Plane 3181, ¡SELLADO!",172.39,NEW,FULL_SET,v1|127597796250|0,PENDING
3181-2,Lego Set 3181 Avión de Pasajeros Completo,78.23,USED,FULL_SET,v1|156337862231|0,PENDING
70734-1,LEGO Ninjago 70734 Master Wu Dragon 2015 de colección sellado de fábrica,172.43,NEW,FULL_SET,v1|117383918533|0,PENDING
70734-1,LEGO Ninjago 70734 Master Wu Dragon Masters of Spinjitzu NUEVO Caja Sellada Desgaste,185.35,NEW,FULL_SET,v1|127895924851|0,PENDING
70734-1,Nuevo Precintado LEGO NINJAGO: Master Wu Dragon (70734) Raro ,155.19,NEW,FULL_SET,v1|137703183470|0,PENDING
70734-1,Lego Ninjago Sensei Wu Dragon Set 70734,291.49,NEW,FULL_SET,v1|146098969483|0,PENDING
70734-1,Lego NINJAGO Figura NJO0143 Arco Maestro Alma Arquero (70734 Maestro Wu Dragón),4.24,USED,FULL_SET,v1|157802984952|0,PENDING
70751-1,LEGO NINJAGO: Templo de Airjitzu (70751)-Nuevo en Caja Sellada de Fábrica,688.85,NEW,FULL_SET,v1|117274655929|0,PENDING
70751-1,Rare Lego 70751 Ninjago Le temple de l'Airjitzu OVP Neuf Boite Scéllé,849.00,NEW,FULL_SET,v1|117300454521|0,PENDING
70751-1,LEGO 70751 TEMPLO DE AIRJITZU Ninjago Ninja Lloyd Kai Jay Zane Nya - ¡NUEVO!,643.06,NEW,FULL_SET,v1|127797672798|0,PENDING
70751-1,Lego Ninjago 70751 Temple of Airjitzu (2015) Neuf Scellé Collector.,1000.00,NEW,FULL_SET,v1|128030665155|0,PENDING
70751-1,NUEVO LEGO - Figura - Ninjago - Cartero - Set 70751 Templo de Airjitzu,12.47,NEW,FULL_SET,v1|143132439370|0,PENDING
70675-1,Lego Ninjago 70675  Le 4x4 Katana et une trancheuse shuriken - NEUF et Scellée,180.00,NEW,FULL_SET,v1|116420155372|0,PENDING
70675-1,Lego Ninjago 70675  Le 4x4 Katana et une trancheuse shuriken - NEUF et Scellée,139.99,NEW,FULL_SET,v1|117240623577|0,PENDING
70675-1,LEGO NINJAGO: Katana 4x4 (70675),165.00,USED,FULL_SET,v1|127010233312|0,PENDING
70675-1,Brand New Lego Ninjago 70675 Kai’s Katana 4x4 Set🔥🔥🔥🔥,112.18,NEW,FULL_SET,v1|128038784201|0,PENDING
70675-1,LEGO NINJAGO KATANA 4x4 - LEGO 70675,149.95,NEW,FULL_SET,v1|154216171732|0,PENDING
71699-1,Thunder Raider 71699 Lego Ninjago NUEVO Precintado,163.80,NEW,FULL_SET,v1|147460991648|0,PENDING
71699-1,Lego 71699 Thunder Raider,64.13,USED,FULL_SET,v1|188134736388|0,PENDING
71699-1,LEGO NINJAGO: Thunder Raider (71699) Complete Set With Instructions,75.21,USED,FULL_SET,v1|188151278914|0,PENDING
71699-1,Nuevo - LEGO NINJAGO: Thunder Raider (71699),205.18,NEW,FULL_SET,v1|188777866426|0,PENDING
71699-1,LEGO 71699 NINJAGO Thunder Raider With Instructions,59.79,USED,FULL_SET,v1|226905947290|0,PENDING
